emoji,variant,base,detail,outline,mane_base,mane_high,face_base,face_inner,ear_inner,nose,whisker_dot,eye,body_base,wing,beak,leaf_base,leaf_detail,flower,stem,body,window,wheel
23f2,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
23f2,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
23f3,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
23f3,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
23f3,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
23f3,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
23f3,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
23f8,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
23f8,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
23f8,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
23f8,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
23f8,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
23f9,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
23f9,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
23f9,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
23f9,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
23f9,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
23fa,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
23fa,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
23fa,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
23fa,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
23fa,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
24c2,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
24c2,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
24c2,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
24c2,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
24c2,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
25aa,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
25aa,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
25aa,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
25aa,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
25aa,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
25ab,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
25ab,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
25ab,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
25ab,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
25ab,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
25b6,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
25b6,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
25b6,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
25b6,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
25b6,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
25c0,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
25c0,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
25c0,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
25c0,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
25c0,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
25fb,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
25fb,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
25fb,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
25fb,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
25fb,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
25fc,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
25fc,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
25fc,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
25fc,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
25fc,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
25fd,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
25fd,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
25fd,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
25fd,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
25fd,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
25fe,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
25fe,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
25fe,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
25fe,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
25fe,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2600,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2600,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2600,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2600,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2600,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2601,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2601,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2601,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2601,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2601,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2602,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2602,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2602,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2602,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2602,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2603,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2603,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2603,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2603,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2603,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2604,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2604,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2604,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2604,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2604,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
260e,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
260e,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
260e,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
260e,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
260e,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2611,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2611,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2611,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2611,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2611,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2614,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2614,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2614,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2614,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2614,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2615,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2615,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2615,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2615,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2615,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2618,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2618,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2618,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2618,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2618,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
261d-1f3fb,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
261d-1f3fb,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
261d-1f3fb,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
261d-1f3fb,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
261d-1f3fb,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
261d-1f3fc,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
261d-1f3fc,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
261d-1f3fc,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
261d-1f3fc,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
261d-1f3fc,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
261d-1f3fd,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
261d-1f3fd,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
261d-1f3fd,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
261d-1f3fd,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
261d-1f3fd,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
261d-1f3fe,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
261d-1f3fe,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
261d-1f3fe,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
261d-1f3fe,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
261d-1f3fe,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
261d-1f3ff,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
261d-1f3ff,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
261d-1f3ff,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
261d-1f3ff,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
261d-1f3ff,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
261d,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
261d,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
261d,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
261d,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
261d,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2620,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2620,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2620,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2620,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2620,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2622,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2622,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2622,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2622,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2622,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2623,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2623,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2623,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2623,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2623,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2626,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2626,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2626,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2626,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2626,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
262a,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
262a,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
262a,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
262a,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
262a,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
262e,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
262e,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
262e,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
262e,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
262e,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
262f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
262f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
262f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
262f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
262f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2638,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2638,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2638,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2638,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2638,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2639,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2639,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2639,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2639,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2639,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
263a,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
263a,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
263a,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
263a,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
263a,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2640,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2640,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2640,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2640,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2640,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2642,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2642,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2642,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2642,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2642,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2648,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2648,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2648,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2648,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2648,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2649,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2649,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2649,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2649,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2649,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
264a,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
264a,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
264a,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
264a,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
264a,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
264b,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
264b,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
264b,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
264b,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
264b,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
264c,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
264c,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
264c,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
264c,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
264c,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
264d,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
264d,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
264d,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
264d,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
264d,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
264e,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
264e,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
264e,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
264e,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
264e,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
264f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
264f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
264f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
264f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
264f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2650,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2650,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2650,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2650,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2650,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2651,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2651,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2651,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2651,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2651,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2652,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2652,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2652,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2652,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2652,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2653,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2653,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2653,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2653,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2653,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
265f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
265f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
265f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
265f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
265f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2660,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2660,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2660,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2660,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2660,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2663,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2663,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2663,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2663,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2663,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2665,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2665,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2665,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2665,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2665,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2666,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2666,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2666,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2666,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2666,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2668,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2668,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2668,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2668,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2668,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
267b,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
267b,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
267b,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
267b,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
267b,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
267e,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
267e,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
267e,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
267e,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
267e,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
267f,1,,#b0302a,#000000,,,,,,,,,,,,,,,,#e74c3c,#add8e6,#505050
267f,2,,#d48733,#000000,,,,,,,,,,,,,,,,#ffa64d,#b7dee9,#5a5a5a
267f,3,,#4366a7,#000000,,,,,,,,,,,,,,,,#5ab8f1,#c1e4ec,#646464
267f,4,,#55af78,#000000,,,,,,,,,,,,,,,,#79d7ad,#cbeaf0,#6e6e6e
267f,5,,#787878,#000000,,,,,,,,,,,,,,,,#a8a8a8,#d5f0f3,#787878
2692,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2692,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2692,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2692,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2692,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2693,1,,#b0302a,#000000,,,,,,,,,,,,,,,,#e74c3c,#add8e6,#505050
2693,2,,#d48733,#000000,,,,,,,,,,,,,,,,#ffa64d,#b7dee9,#5a5a5a
2693,3,,#4366a7,#000000,,,,,,,,,,,,,,,,#5ab8f1,#c1e4ec,#646464
2693,4,,#55af78,#000000,,,,,,,,,,,,,,,,#79d7ad,#cbeaf0,#6e6e6e
2693,5,,#787878,#000000,,,,,,,,,,,,,,,,#a8a8a8,#d5f0f3,#787878
2694,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2694,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2694,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2694,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2694,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2695,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2695,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2695,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2695,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2695,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2696,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2696,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2696,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2696,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2696,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
2697,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
2697,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
2697,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
2697,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
2697,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
