emoji,variant,base,detail,outline,mane_base,mane_high,face_base,face_inner,ear_inner,nose,whisker_dot,eye,body_base,wing,beak,leaf_base,leaf_detail,flower,stem,body,window,wheel
1f300,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f300,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f300,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f300,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f301,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f301,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f301,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f301,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f301,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f302,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f302,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f302,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f302,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f302,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f303,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f303,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f303,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f303,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f303,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f304,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f304,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f304,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f304,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f304,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f305,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f305,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f305,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f305,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f305,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f306,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f306,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f306,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f306,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f306,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f307,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f307,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f307,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f307,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f307,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f308,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f308,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f308,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f308,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f308,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f309,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f309,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f309,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f309,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f309,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f30a,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f30a,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f30a,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f30a,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f30a,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f30b,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f30b,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f30b,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f30b,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f30b,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f30c,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f30c,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f30c,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f30c,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f30c,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f30d,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f30d,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f30d,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f30d,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f30d,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f30e,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f30e,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f30e,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f30e,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f30e,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f30f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f30f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f30f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f30f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f30f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f310,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f310,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f310,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f310,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f310,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f311,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f311,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f311,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f311,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f311,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f312,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f312,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f312,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f312,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f312,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f313,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f313,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f313,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f313,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f313,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f314,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f314,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f314,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f314,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f314,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f315,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f315,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f315,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f315,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f315,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f316,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f316,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f316,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f316,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f316,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f317,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f317,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f317,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f317,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f317,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f318,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f318,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f318,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f318,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f318,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f319,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f319,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f319,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f319,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f319,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f31a,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f31a,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f31a,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f31a,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f31a,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f31b,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f31b,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f31b,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f31b,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f31b,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f31c,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f31c,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f31c,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f31c,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f31c,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f31d,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f31d,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f31d,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f31d,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f31d,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f31e,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f31e,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f31e,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f31e,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f31e,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f31f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f31f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f31f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f31f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f31f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f320,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f320,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f320,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f320,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f320,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f321,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f321,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f321,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f321,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f321,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f324,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f324,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f324,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f324,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f324,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f325,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f325,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f325,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f325,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f325,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f326,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f326,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f326,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f326,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f326,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f327,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f327,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f327,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f327,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f327,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f328,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f328,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f328,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f328,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f328,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f329,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f329,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f329,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f329,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f329,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f32a,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f32a,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f32a,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f32a,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f32a,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f32b,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f32b,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f32b,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f32b,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f32b,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f32c,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f32c,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f32c,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f32c,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f32c,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f32d,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f32d,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f32d,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f32d,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f32d,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f32e,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f32e,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f32e,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f32e,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f32e,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f32f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f32f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f32f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f32f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f32f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f330,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f330,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f330,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f330,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f330,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f331,1,,,#000000,,,,,,,,,,,,#3cb371,#2e8b57,#ffc0cb,#5a3828,,,
1f331,2,,,#000000,,,,,,,,,,,,#9aec9a,#3b9762,#ffa64d,#66422f,,,
1f331,3,,,#000000,,,,,,,,,,,,#66cc99,#48a36d,#ffe135,#724c36,,,
1f331,4,,,#000000,,,,,,,,,,,,#00cfcf,#00b2b2,#9e40e3,#00b2b2,,,
1f331,5,,,#000000,,,,,,,,,,,,#b8e6b8,#62bb83,#fac3ad,#8b6144,,,
1f332,1,,,#000000,,,,,,,,,,,,#3cb371,#2e8b57,#ffc0cb,#5a3828,,,
1f332,2,,,#000000,,,,,,,,,,,,#9aec9a,#3b9762,#ffa64d,#66422f,,,
1f332,3,,,#000000,,,,,,,,,,,,#66cc99,#48a36d,#ffe135,#724c36,,,
1f332,4,,,#000000,,,,,,,,,,,,#00cfcf,#00b2b2,#9e40e3,#00b2b2,,,
1f332,5,,,#000000,,,,,,,,,,,,#b8e6b8,#62bb83,#fac3ad,#8b6144,,,
1f333,1,,,#000000,,,,,,,,,,,,#3cb371,#2e8b57,#ffc0cb,#5a3828,,,
1f333,2,,,#000000,,,,,,,,,,,,#9aec9a,#3b9762,#ffa64d,#66422f,,,
1f333,3,,,#000000,,,,,,,,,,,,#66cc99,#48a36d,#ffe135,#724c36,,,
1f333,4,,,#000000,,,,,,,,,,,,#00cfcf,#00b2b2,#9e40e3,#00b2b2,,,
1f333,5,,,#000000,,,,,,,,,,,,#b8e6b8,#62bb83,#fac3ad,#8b6144,,,
1f334,1,,,#000000,,,,,,,,,,,,#3cb371,#2e8b57,#ffc0cb,#5a3828,,,
1f334,2,,,#000000,,,,,,,,,,,,#9aec9a,#3b9762,#ffa64d,#66422f,,,
1f334,3,,,#000000,,,,,,,,,,,,#66cc99,#48a36d,#ffe135,#724c36,,,
1f334,4,,,#000000,,,,,,,,,,,,#00cfcf,#00b2b2,#9e40e3,#00b2b2,,,
1f334,5,,,#000000,,,,,,,,,,,,#b8e6b8,#62bb83,#fac3ad,#8b6144,,,
1f335,1,,,#000000,,,,,,,,,,,,#3cb371,#2e8b57,#ffc0cb,#5a3828,,,
1f335,2,,,#000000,,,,,,,,,,,,#9aec9a,#3b9762,#ffa64d,#66422f,,,
1f335,3,,,#000000,,,,,,,,,,,,#66cc99,#48a36d,#ffe135,#724c36,,,
1f335,4,,,#000000,,,,,,,,,,,,#00cfcf,#00b2b2,#9e40e3,#00b2b2,,,
1f335,5,,,#000000,,,,,,,,,,,,#b8e6b8,#62bb83,#fac3ad,#8b6144,,,
1f336,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f336,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f336,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f336,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f336,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f337,1,,,#000000,,,,,,,,,,,,#3cb371,#2e8b57,#ffc0cb,#5a3828,,,
1f337,2,,,#000000,,,,,,,,,,,,#9aec9a,#3b9762,#ffa64d,#66422f,,,
1f337,3,,,#000000,,,,,,,,,,,,#66cc99,#48a36d,#ffe135,#724c36,,,
1f337,4,,,#000000,,,,,,,,,,,,#00cfcf,#00b2b2,#9e40e3,#00b2b2,,,
1f337,5,,,#000000,,,,,,,,,,,,#b8e6b8,#62bb83,#fac3ad,#8b6144,,,
1f338,1,,,#000000,,,,,,,,,,,,#3cb371,#2e8b57,#ffc0cb,#5a3828,,,
1f338,2,,,#000000,,,,,,,,,,,,#9aec9a,#3b9762,#ffa64d,#66422f,,,
1f338,3,,,#000000,,,,,,,,,,,,#66cc99,#48a36d,#ffe135,#724c36,,,
1f338,4,,,#000000,,,,,,,,,,,,#00cfcf,#00b2b2,#9e40e3,#00b2b2,,,
1f338,5,,,#000000,,,,,,,,,,,,#b8e6b8,#62bb83,#fac3ad,#8b6144,,,
1f339,1,,,#000000,,,,,,,,,,,,#3cb371,#2e8b57,#ffc0cb,#5a3828,,,
1f339,2,,,#000000,,,,,,,,,,,,#9aec9a,#3b9762,#ffa64d,#66422f,,,
1f339,3,,,#000000,,,,,,,,,,,,#66cc99,#48a36d,#ffe135,#724c36,,,
1f339,4,,,#000000,,,,,,,,,,,,#00cfcf,#00b2b2,#9e40e3,#00b2b2,,,
1f339,5,,,#000000,,,,,,,,,,,,#b8e6b8,#62bb83,#fac3ad,#8b6144,,,
1f33a,1,,,#000000,,,,,,,,,,,,#3cb371,#2e8b57,#ffc0cb,#5a3828,,,
1f33a,2,,,#000000,,,,,,,,,,,,#9aec9a,#3b9762,#ffa64d,#66422f,,,
1f33a,3,,,#000000,,,,,,,,,,,,#66cc99,#48a36d,#ffe135,#724c36,,,
1f33a,4,,,#000000,,,,,,,,,,,,#00cfcf,#00b2b2,#9e40e3,#00b2b2,,,
1f33a,5,,,#000000,,,,,,,,,,,,#b8e6b8,#62bb83,#fac3ad,#8b6144,,,
1f33b,1,,,#000000,,,,,,,,,,,,#3cb371,#2e8b57,#ffc0cb,#5a3828,,,
1f33b,2,,,#000000,,,,,,,,,,,,#9aec9a,#3b9762,#ffa64d,#66422f,,,
1f33b,3,,,#000000,,,,,,,,,,,,#66cc99,#48a36d,#ffe135,#724c36,,,
1f33b,4,,,#000000,,,,,,,,,,,,#00cfcf,#00b2b2,#9e40e3,#00b2b2,,,
1f33b,5,,,#000000,,,,,,,,,,,,#b8e6b8,#62bb83,#fac3ad,#8b6144,,,
1f33c,1,,,#000000,,,,,,,,,,,,#3cb371,#2e8b57,#ffc0cb,#5a3828,,,
1f33c,2,,,#000000,,,,,,,,,,,,#9aec9a,#3b9762,#ffa64d,#66422f,,,
1f33c,3,,,#000000,,,,,,,,,,,,#66cc99,#48a36d,#ffe135,#724c36,,,
1f33c,4,,,#000000,,,,,,,,,,,,#00cfcf,#00b2b2,#9e40e3,#00b2b2,,,
1f33c,5,,,#000000,,,,,,,,,,,,#b8e6b8,#62bb83,#fac3ad,#8b6144,,,
1f33d,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f33d,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f33d,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f33d,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f33d,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f33e,1,,,#000000,,,,,,,,,,,,#3cb371,#2e8b57,#ffc0cb,#5a3828,,,
1f33e,2,,,#000000,,,,,,,,,,,,#9aec9a,#3b9762,#ffa64d,#66422f,,,
1f33e,3,,,#000000,,,,,,,,,,,,#66cc99,#48a36d,#ffe135,#724c36,,,
1f33e,4,,,#000000,,,,,,,,,,,,#00cfcf,#00b2b2,#9e40e3,#00b2b2,,,
1f33e,5,,,#000000,,,,,,,,,,,,#b8e6b8,#62bb83,#fac3ad,#8b6144,,,
1f33f,1,,,#000000,,,,,,,,,,,,#3cb371,#2e8b57,#ffc0cb,#5a3828,,,
1f33f,2,,,#000000,,,,,,,,,,,,#9aec9a,#3b9762,#ffa64d,#66422f,,,
1f33f,3,,,#000000,,,,,,,,,,,,#66cc99,#48a36d,#ffe135,#724c36,,,
1f33f,4,,,#000000,,,,,,,,,,,,#00cfcf,#00b2b2,#9e40e3,#00b2b2,,,
1f33f,5,,,#000000,,,,,,,,,,,,#b8e6b8,#62bb83,#fac3ad,#8b6144,,,
1f340,1,,,#000000,,,,,,,,,,,,#3cb371,#2e8b57,#ffc0cb,#5a3828,,,
1f340,2,,,#000000,,,,,,,,,,,,#9aec9a,#3b9762,#ffa64d,#66422f,,,
1f340,3,,,#000000,,,,,,,,,,,,#66cc99,#48a36d,#ffe135,#724c36,,,
1f340,4,,,#000000,,,,,,,,,,,,#00cfcf,#00b2b2,#9e40e3,#00b2b2,,,
1f340,5,,,#000000,,,,,,,,,,,,#b8e6b8,#62bb83,#fac3ad,#8b6144,,,
1f341,1,,,#000000,,,,,,,,,,,,#3cb371,#2e8b57,#ffc0cb,#5a3828,,,
1f341,2,,,#000000,,,,,,,,,,,,#9aec9a,#3b9762,#ffa64d,#66422f,,,
1f341,3,,,#000000,,,,,,,,,,,,#66cc99,#48a36d,#ffe135,#724c36,,,
1f341,4,,,#000000,,,,,,,,,,,,#00cfcf,#00b2b2,#9e40e3,#00b2b2,,,
